id,Sentence,Aspect Term,polarity,from,to
1310,"Even doing so, the hinge may just be slightly tightened only.",hinge,neutral,19,24
1570,"company provides UPS shipping, fast, great!",shipping,positive,21,29
1020,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,technician,negative,17,27
982,"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack,neutral,22,29
1783,"It is easy to use, has great screen quality, and every so light weight.",screen quality,positive,29,43
2090,"Great product, very easy to use and great graphics.",graphics,positive,42,50
597,The iLife software that comes with the computer is so simple to use and produces a great finished product.,iLife software,positive,4,18
454,The built-in webcam is great for Skype and similar video-chat services.,built-in webcam,positive,4,19
1321,The shop will definitely push the problem to the service center.,service center,neutral,49,63
2507,"PC users work in Word, while Mac users work in Pages.",Word,neutral,17,21
84,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",applications,positive,78,90
834,"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen",positive,40,55
1449,"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",specifications,negative,105,119
566,pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery life,positive,44,56
983,Disappointing for such a lovely screen and at a reasonable price,screen,positive,32,38
2975,The only bad thing about it is they give you the worst batteries possible.,batteries,negative,55,64
2684,Good price.,price,positive,5,10
918, THE MOTHERBOARD IS DEAD !,MOTHERBOARD,negative,5,16
2144,the speed is fine.,speed,positive,4,9
1361,Hmmm - that high failure rate sure isn't reflected in the retail price.,retail price,negative,58,70
2784,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",Microsoft Student Edition,negative,26,51
1805,Good for every day computing and web browsing.,web browsing,positive,33,45
2597,"While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer.",functions,conflict,26,35
821,"  Also, I have had alot of trouble with the keys sticking and will not type correctly.",keys,negative,44,48
441,Excellent LED monitor and well equipped.,LED monitor,positive,10,21
1913,  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,mother board,negative,52,64
1793,"Without a doubt, the *design* of this laptop is fantastic.",design,positive,22,28
378,I couldn't believe how long the battery lasted on a single charge.,battery,positive,32,39
1412,I could save ten essay papers and have hardly any memory left.,memory,negative,50,56
2963,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",gaming,positive,94,100
568,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",screen size,neutral,172,183
1202,But the biggest pain is that tech support is not available 24/7.,tech support,negative,29,41
1491,The backlit keys are wonderful when you are working in the dark.,backlit keys,positive,4,16
1171,"I chose the iBookG4, a laptop that is an attractive computer with a large screen big enough to please anyone.",screen,positive,74,80
1727,"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",Safari internet browser,negative,30,53
2503,"Everything about the Mac is not only visually appealing, but very easy to use.",use,positive,74,77
3031,I know what 7 hrs of battery looks like.,battery,positive,21,28
2970,I did not have to call the support line at all.,support line,neutral,27,39
1483,The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7 starter,negative,64,81
1084,THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,KEYBOARD FUNCTION,negative,30,47
120,"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.",DVD drive,negative,4,13
1658,"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband,neutral,0,10
3004,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,Linux,neutral,17,22
2894,The difference is the Toshiba had a lot more memory and hard drive space.,memory,positive,45,51
1716,There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,firewire cable system,negative,57,78
2734,Seems like maybe a bad shipment from Toshiba.,shipment,negative,23,31
2315,OS X is solid with lots of innovations such as quicklook which save heaps of time.,OS X,positive,0,4
